round,match_date,home_team,guest_team,stadium,date_added,score_home_team,score_guest_team,winning_team,is_weekend,match_period,day_of_week,home_team_wins_last_5,home_team_draws_last_5,home_team_loses_last_5,guest_team_wins_last_5,guest_team_draws_last_5,guest_team_loses_last_5
Rodada 37,2024-12-04 20:00:00,Criciúma,Flamengo,Heriberto Hülse,2025-05-21 21:29:24.267423,0,3,guest,False,night,Wednesday,0,1,4,3,2,0
Rodada 37,2024-12-04 21:30:00,Internacional,Botafogo,Beira-Rio,2025-05-21 21:29:24.354105,0,1,guest,False,night,Wednesday,4,0,1,2,3,0
Rodada 37,2024-12-04 21:30:00,Cruzeiro,Palmeiras,Mineirão,2025-05-21 21:29:24.439537,1,2,guest,False,night,Wednesday,1,2,2,3,0,2
Rodada 37,2024-12-04 21:30:00,Atlético-GO,Fortaleza,Antônio Accioly,2025-05-21 21:29:24.503633,3,1,home,False,night,Wednesday,1,2,2,2,2,1
Rodada 37,2024-12-05 20:00:00,Fluminense,Cuiabá,Maracanã,2025-05-21 21:29:24.560656,1,0,home,False,night,Thursday,0,4,1,0,3,2
Rodada 37,2024-12-05 20:00:00,Athletico-PR,Bragantino,Arena da Baixada,2025-05-21 21:29:24.605874,1,2,guest,False,night,Thursday,2,2,1,0,4,1
Rodada 1,2025-03-29 18:30:00,São Paulo,Sport,Morumbi,2025-05-21 21:29:25.786057,0,0,draw,True,night,Saturday,1,2,2,0,0,0
Rodada 1,2025-03-29 18:30:00,Cruzeiro,Mirassol,Mineirão,2025-05-21 21:29:25.812069,2,1,home,True,night,Saturday,1,2,2,0,0,0
Rodada 1,2025-03-29 18:30:00,Grêmio,Atlético-MG,Arena do Grêmio,2025-05-21 21:29:25.869458,2,1,home,True,night,Saturday,1,3,1,0,2,3
Rodada 1,2025-03-29 18:30:00,Fortaleza,Fluminense,Castelão (CE),2025-05-21 21:29:25.935233,2,0,home,True,night,Saturday,1,2,2,1,3,1
Rodada 1,2025-03-29 18:30:00,Juventude,Vitória,Alfredo Jaconi,2025-05-21 21:29:26.007002,2,0,home,True,night,Saturday,3,2,0,2,2,1
Rodada 1,2025-03-29 21:00:00,Flamengo,Internacional,Maracanã,2025-05-21 21:29:26.070744,1,1,draw,True,night,Saturday,3,2,0,3,0,2
Rodada 1,2025-03-30 16:00:00,Palmeiras,Botafogo,Arena Palmeiras,2025-05-21 21:29:26.157828,0,0,draw,True,afternoon,Sunday,4,0,1,2,3,0
Rodada 1,2025-03-30 18:30:00,Vasco,Santos,São Januário,2025-05-21 21:29:26.286721,2,1,home,True,night,Sunday,1,1,3,0,0,0
Rodada 1,2025-03-30 20:00:00,Bahia,Corinthians,Fonte Nova,2025-05-21 21:29:26.403112,1,1,draw,True,night,Sunday,1,1,3,5,0,0
Rodada 1,2025-03-31 20:00:00,Bragantino,Ceará,Nabi Abi Chedid,2025-05-21 21:29:26.494913,2,2,draw,False,night,Monday,1,3,1,0,0,0
Rodada 2,2025-04-05 18:30:00,Corinthians,Vasco,Arena Corinthians,2025-05-21 21:29:27.452080,3,0,home,True,night,Saturday,4,1,0,2,1,2
Rodada 2,2025-04-05 18:30:00,Ceará,Grêmio,Castelão (CE),2025-05-21 21:29:27.509767,2,0,home,True,night,Saturday,0,1,0,2,3,0
Rodada 2,2025-04-05 21:00:00,Botafogo,Juventude,Nilton Santos (Engenhão),2025-05-21 21:29:27.602206,2,0,home,True,night,Saturday,2,3,0,3,2,0
Rodada 2,2025-04-06 16:00:00,Fluminense,Bragantino,Maracanã,2025-05-21 21:29:27.685531,2,1,home,True,afternoon,Sunday,1,3,1,1,3,1
Rodada 2,2025-04-06 16:00:00,Atlético-MG,São Paulo,Mineirão,2025-05-21 21:29:27.785184,0,0,draw,True,afternoon,Sunday,0,2,3,0,3,2
Rodada 2,2025-04-06 18:30:00,Mirassol,Fortaleza,Municipal de Mirassol,2025-05-21 21:29:27.868782,1,1,draw,True,night,Sunday,0,0,1,1,2,2
Rodada 2,2025-04-06 18:30:00,Internacional,Cruzeiro,Beira-Rio,2025-05-21 21:29:28.042892,3,0,home,True,night,Sunday,2,1,2,1,2,2
Rodada 2,2025-04-06 18:30:00,Vitória,Flamengo,Barradão,2025-05-21 21:29:28.135713,1,2,guest,True,night,Sunday,2,2,1,3,2,0
Rodada 2,2025-04-06 18:30:00,Sport,Palmeiras,Ilha do Retiro,2025-05-21 21:29:28.216438,1,2,guest,True,night,Sunday,0,1,0,3,1,1
Rodada 2,2025-04-06 20:30:00,Santos,Bahia,Vila Belmiro,2025-05-21 21:29:28.299485,2,2,draw,True,night,Sunday,0,0,1,1,2,2
Rodada 3,2025-04-12 16:00:00,Juventude,Ceará,Alfredo Jaconi,2025-05-21 21:29:29.286487,2,1,home,True,afternoon,Saturday,3,1,1,1,1,0
Rodada 3,2025-04-12 16:00:00,Bragantino,Botafogo,Nabi Abi Chedid,2025-05-21 21:29:29.239213,1,0,home,True,afternoon,Saturday,1,2,2,3,2,0
Rodada 3,2025-04-12 18:30:00,Palmeiras,Corinthians,Arena Barueri,2025-05-21 21:29:29.369187,2,0,home,True,night,Saturday,3,1,1,4,1,0
Rodada 3,2025-04-12 21:00:00,Vasco,Sport,São Januário,2025-05-21 21:29:29.467713,3,1,home,True,night,Saturday,2,1,2,0,1,1
Rodada 3,2025-04-13 16:00:00,Bahia,Mirassol,Fonte Nova,2025-05-21 21:29:29.587931,1,1,draw,True,afternoon,Sunday,1,3,1,0,1,1
Rodada 3,2025-04-13 17:30:00,São Paulo,Cruzeiro,Morumbi,2025-05-21 21:29:29.670844,1,1,draw,True,afternoon,Sunday,0,3,2,1,2,2
Rodada 3,2025-04-13 17:30:00,Grêmio,Flamengo,Arena do Grêmio,2025-05-21 21:29:29.822267,0,2,guest,True,afternoon,Sunday,2,2,1,3,2,0
Rodada 3,2025-04-13 19:30:00,Fluminense,Santos,Maracanã,2025-05-21 21:29:29.913449,1,0,home,True,night,Sunday,2,2,1,0,1,1
Rodada 3,2025-04-13 20:00:00,Fortaleza,Internacional,Castelão (CE),2025-05-21 21:29:29.973617,0,0,draw,True,night,Sunday,1,2,2,2,1,2
Rodada 3,2025-04-13 20:30:00,Atlético-MG,Vitória,Mineirão,2025-05-21 21:29:30.069619,2,2,draw,True,night,Sunday,0,2,3,1,2,2
Rodada 4,2025-04-15 21:30:00,Ceará,Vasco,Castelão (CE),2025-05-21 21:29:31.293079,2,1,home,False,night,Tuesday,1,1,1,3,1,1
Rodada 4,2025-04-16 18:30:00,Botafogo,São Paulo,Nilton Santos (Engenhão),2025-05-21 21:29:31.366167,2,2,draw,False,night,Wednesday,3,1,1,0,3,2
Rodada 4,2025-04-16 19:00:00,Mirassol,Grêmio,Municipal de Mirassol,2025-05-21 21:29:31.482140,4,1,home,False,night,Wednesday,0,2,1,2,1,2
Rodada 4,2025-04-16 19:00:00,Sport,Bragantino,Ilha do Retiro,2025-05-21 21:29:31.550856,0,1,guest,False,night,Wednesday,0,1,2,2,2,1
Rodada 4,2025-04-16 19:30:00,Internacional,Palmeiras,Beira-Rio,2025-05-21 21:29:31.730319,0,1,guest,False,night,Wednesday,1,2,2,3,1,1
Rodada 4,2025-04-16 19:30:00,Corinthians,Fluminense,Arena Corinthians,2025-05-21 21:29:31.615013,0,2,guest,False,night,Wednesday,3,1,1,3,1,1
Rodada 4,2025-04-16 21:30:00,Flamengo,Juventude,Maracanã,2025-05-21 21:29:31.797735,6,0,home,False,night,Wednesday,4,1,0,4,0,1
Rodada 4,2025-04-16 21:30:00,Santos,Atlético-MG,Vila Belmiro,2025-05-21 21:29:31.920533,2,0,home,False,night,Wednesday,0,1,2,0,2,3
Rodada 4,2025-04-16 21:30:00,Vitória,Fortaleza,Barradão,2025-05-21 21:29:32.021060,2,1,home,False,night,Wednesday,1,2,2,1,2,2
Rodada 4,2025-04-17 21:30:00,Cruzeiro,Bahia,Mineirão,2025-05-21 21:29:32.078919,3,0,home,False,night,Thursday,1,2,2,1,3,1
Rodada 5,2025-04-19 16:00:00,Corinthians,Sport,Arena Corinthians,2025-05-21 21:29:33.931787,2,1,home,True,afternoon,Saturday,2,1,2,0,1,3
Rodada 5,2025-04-19 18:30:00,Vasco,Flamengo,Maracanã,2025-05-21 21:29:33.967344,0,0,draw,True,night,Saturday,3,0,2,4,1,0
Rodada 5,2025-04-19 21:00:00,Grêmio,Internacional,Arena do Grêmio,2025-05-21 21:29:34.143367,1,1,draw,True,night,Saturday,1,1,3,1,2,2
Rodada 5,2025-04-20 11:00:00,Juventude,Mirassol,Alfredo Jaconi,2025-05-21 21:29:34.261061,2,2,draw,True,morning,Sunday,3,0,2,1,2,1
Rodada 5,2025-04-20 16:00:00,São Paulo,Santos,Morumbi,2025-05-21 21:29:34.397952,2,1,home,True,afternoon,Sunday,0,4,1,1,1,2
Rodada 5,2025-04-20 16:00:00,Atlético-MG,Botafogo,Mineirão,2025-05-21 21:29:34.478711,1,0,home,True,afternoon,Sunday,0,2,3,2,2,1
Rodada 5,2025-04-20 18:30:00,Fortaleza,Palmeiras,Castelão (CE),2025-05-21 21:29:34.594468,1,2,guest,True,night,Sunday,1,2,2,4,1,0
Rodada 5,2025-04-20 18:30:00,Fluminense,Vitória,Maracanã,2025-05-21 21:29:34.528602,1,1,draw,True,night,Sunday,4,0,1,1,2,2
Rodada 5,2025-04-20 20:30:00,Bragantino,Cruzeiro,Nabi Abi Chedid,2025-05-21 21:29:34.627642,1,0,home,True,night,Sunday,3,1,1,2,1,2
Rodada 5,2025-04-21 20:00:00,Bahia,Ceará,Fonte Nova,2025-05-21 21:29:34.700083,1,0,home,False,night,Monday,0,3,2,2,1,1
Rodada 6,2025-04-26 16:00:00,Internacional,Juventude,Beira-Rio,2025-05-21 21:29:35.352905,3,1,home,True,afternoon,Saturday,1,3,1,2,1,2
Rodada 6,2025-04-26 18:30:00,Mirassol,Atlético-MG,Municipal de Mirassol,2025-05-21 21:29:35.417300,2,2,draw,True,night,Saturday,1,3,1,1,2,2
Rodada 6,2025-04-26 18:30:00,Ceará,São Paulo,Castelão (CE),2025-05-21 21:29:35.495993,1,1,draw,True,night,Saturday,2,1,2,1,4,0
Rodada 6,2025-04-26 20:00:00,Sport,Fortaleza,Ilha do Retiro,2025-05-21 21:29:35.550721,0,0,draw,True,night,Saturday,0,1,4,1,2,2
Rodada 6,2025-04-26 21:00:00,Botafogo,Fluminense,Nilton Santos (Engenhão),2025-05-21 21:29:35.594663,2,0,home,True,night,Saturday,1,2,2,3,1,1
Rodada 6,2025-04-27 16:00:00,Flamengo,Corinthians,Maracanã,2025-05-21 21:29:35.646613,4,0,home,True,afternoon,Sunday,3,2,0,2,1,2
Rodada 6,2025-04-27 18:30:00,Palmeiras,Bahia,Arena Palmeiras,2025-05-21 21:29:35.693652,0,1,guest,True,night,Sunday,4,1,0,1,3,1
Rodada 6,2025-04-27 18:30:00,Cruzeiro,Vasco,Parque do Sabiá,2025-05-21 21:29:35.758915,1,0,home,True,night,Sunday,2,1,2,2,1,2
Rodada 6,2025-04-27 18:30:00,Vitória,Grêmio,Barradão,2025-05-21 21:29:35.811557,1,1,draw,True,night,Sunday,1,2,2,1,1,3
Rodada 6,2025-04-27 20:30:00,Santos,Bragantino,Vila Belmiro,2025-05-21 21:29:35.867162,1,2,guest,True,night,Sunday,1,1,3,3,1,1
Rodada 7,2025-05-02 21:30:00,São Paulo,Fortaleza,Morumbi,2025-05-21 21:29:36.530165,0,0,draw,False,night,Friday,1,4,0,0,3,2
Rodada 7,2025-05-03 18:30:00,Corinthians,Internacional,Arena Corinthians,2025-05-21 21:29:36.753502,4,2,home,True,night,Saturday,2,0,3,2,2,1
Rodada 7,2025-05-03 18:30:00,Ceará,Vitória,Presidente Vargas (CE),2025-05-21 21:29:36.891363,1,0,home,True,night,Saturday,2,1,2,1,3,1
Rodada 7,2025-05-03 18:30:00,Fluminense,Sport,Maracanã,2025-05-21 21:29:36.618089,2,1,home,True,night,Saturday,3,1,1,0,1,4
Rodada 7,2025-05-03 21:00:00,Bahia,Botafogo,Fonte Nova,2025-05-21 21:29:36.970709,1,0,home,True,night,Saturday,2,2,1,2,1,2
Rodada 7,2025-05-04 16:00:00,Vasco,Palmeiras,Mané Garrincha,2025-05-21 21:29:37.075941,0,1,guest,True,afternoon,Sunday,1,1,3,4,0,1
Rodada 7,2025-05-04 16:00:00,Grêmio,Santos,Arena do Grêmio,2025-05-21 21:29:37.173571,1,0,home,True,afternoon,Sunday,0,2,3,1,1,3
Rodada 7,2025-05-04 18:30:00,Cruzeiro,Flamengo,Mineirão,2025-05-21 21:29:37.237347,2,1,home,True,night,Sunday,2,1,2,4,1,0
Rodada 7,2025-05-05 19:00:00,Bragantino,Mirassol,Cícero de Souza Marques,2025-05-21 21:29:37.301704,1,0,home,False,night,Monday,4,0,1,1,4,0
Rodada 7,2025-05-05 20:00:00,Juventude,Atlético-MG,Alfredo Jaconi,2025-05-21 21:29:37.360438,0,1,guest,False,night,Monday,1,1,3,1,3,1
Rodada 8,2025-05-10 16:00:00,Fortaleza,Juventude,Presidente Vargas (CE),2025-05-21 21:29:37.915717,5,0,home,True,afternoon,Saturday,0,3,2,1,1,3
Rodada 8,2025-05-10 18:30:00,Mirassol,Corinthians,Municipal de Mirassol,2025-05-21 21:29:37.948295,2,1,home,True,night,Saturday,1,3,1,2,0,3
Rodada 8,2025-05-10 18:30:00,Grêmio,Bragantino,Arena do Grêmio,2025-05-21 21:29:38.012247,1,1,draw,True,night,Saturday,1,2,2,5,0,0
Rodada 8,2025-05-10 18:30:00,Vitória,Vasco,Barradão,2025-05-21 21:29:38.102680,2,1,home,True,night,Saturday,1,3,1,1,1,3
Rodada 8,2025-05-10 21:00:00,Flamengo,Bahia,Maracanã,2025-05-21 21:29:38.168039,1,0,home,True,night,Saturday,3,1,1,3,1,1
Rodada 8,2025-05-11 16:00:00,Sport,Cruzeiro,Ilha do Retiro,2025-05-21 21:29:38.223961,0,4,guest,True,afternoon,Sunday,0,1,4,3,1,1
Rodada 8,2025-05-11 17:30:00,Palmeiras,São Paulo,Arena Barueri,2025-05-21 21:29:38.300597,1,0,home,True,afternoon,Sunday,4,0,1,1,4,0
Rodada 8,2025-05-11 17:30:00,Atlético-MG,Fluminense,Arena MRV,2025-05-21 21:29:38.362372,3,2,home,True,afternoon,Sunday,2,2,1,3,1,1
Rodada 8,2025-05-11 20:00:00,Botafogo,Internacional,Nilton Santos (Engenhão),2025-05-21 21:29:38.425629,4,0,home,True,night,Sunday,1,1,3,1,2,2
Rodada 8,2025-05-12 20:00:00,Santos,Ceará,Arena Palmeiras,2025-05-21 21:29:38.493607,0,0,draw,False,night,Monday,1,0,4,2,1,2
