iter	TotalF1	MultiClass
885	0.7201957588	0.563788732
886	0.7211558149	0.5635564418
887	0.721535135	0.5634698255
888	0.7221137141	0.5633047383
889	0.722492653	0.5630839568
890	0.7224904531	0.5628683294
891	0.7242156553	0.5625330772
892	0.7245942146	0.5624176921
893	0.7245942146	0.5622356658
894	0.7230673136	0.5619953883
895	0.7247816526	0.5617535945
896	0.7245786632	0.5616076927
897	0.7249554507	0.5613018293
898	0.7249554507	0.560982523
899	0.725156369	0.560715923
900	0.7270618945	0.5605230206
901	0.7261137724	0.5603197379
902	0.7259217042	0.5600599866
903	0.7262990447	0.5598399414
904	0.7266759665	0.559655373
905	0.7266759665	0.5594548033
906	0.7261042396	0.5592603767
907	0.7272510059	0.5590361314
908	0.7281958916	0.5588986875
909	0.7274340673	0.5587004026
910	0.7287553896	0.558571495
911	0.7289481719	0.5583641901
912	0.7289481719	0.5582188589
913	0.7293268912	0.557983993
914	0.7293207334	0.5577760658
915	0.7296957536	0.5575044681
916	0.7296957536	0.557211913
917	0.7310112965	0.5570990547
918	0.7302653942	0.5567631875
919	0.7302653942	0.5566189951
920	0.7302653942	0.5563737656
921	0.7306370538	0.5561542805
922	0.7315763013	0.5559243875
923	0.7315763013	0.5557693257
924	0.7319501798	0.5556122122
925	0.7325135082	0.5554559026
926	0.7328870237	0.555322393
927	0.7325135082	0.5551841216
928	0.733072268	0.5549122015
929	0.7334457482	0.5547474142
930	0.7334457482	0.554469364
931	0.7340019126	0.5542520425
932	0.7338188222	0.5540405597
933	0.7343788742	0.5537721966
934	0.7349401627	0.5535475836
935	0.7354967982	0.5533488088
936	0.7358728898	0.5532119624
937	0.7368004583	0.55301766
938	0.7368004583	0.5529075498
939	0.7368004583	0.552695943
940	0.7368004583	0.552442168
941	0.7368004583	0.5521641777
942	0.7364278549	0.5519582496
943	0.7368004583	0.5518947667
944	0.7375444548	0.5516324171
945	0.7373607037	0.5513964382
946	0.7369893536	0.5511322594
947	0.7379158504	0.550920097
948	0.7384693366	0.5506819955
949	0.7384693366	0.5505262229
950	0.7399390872	0.5502116317
951	0.7403097447	0.5500189003
952	0.7406800051	0.5497634082
953	0.7406800051	0.5496312554
954	0.7403097447	0.5494124244
955	0.7393888011	0.5490908549
956	0.739759413	0.5488825427
957	0.7401296277	0.5486531107
958	0.739759413	0.5484904751
959	0.7401296277	0.5483484426
960	0.7406800051	0.5480665807
961	0.7410498694	0.5478474171
962	0.7415986615	0.5477100297
963	0.7425153933	0.547383637
964	0.7425153933	0.5472497572
965	0.7415986615	0.547057574
966	0.7425153933	0.5468808539
967	0.7421458324	0.5467151695
968	0.742512023	0.5465322627
969	0.7428811176	0.5463108362
970	0.7428845605	0.5461986454
971	0.7430707322	0.5459584184
972	0.7427024662	0.5458125426
973	0.7443535884	0.5457201967
974	0.743989712	0.5455473834
975	0.7450913621	0.5453709189
976	0.7443535884	0.5450840002
977	0.743989712	0.5448481953
978	0.7439860545	0.5447824246
979	0.7445318888	0.5446578386
980	0.7449031505	0.5444245932
981	0.7449031505	0.5442964639
982	0.7449031505	0.5441687354
983	0.7458146912	0.5440219218
984	0.7461816127	0.5438559049
985	0.7461816127	0.5436442442
986	0.7461816127	0.543459635
987	0.7465481487	0.5433712326
988	0.7465481487	0.543200201
989	0.7479983654	0.542974237
990	0.7479983654	0.5429487124
991	0.7476321217	0.5426566825
992	0.7476248676	0.5424028623
993	0.7490870122	0.5421414037
994	0.748893163	0.5418765803
995	0.7494347493	0.5417068014
996	0.7492618991	0.541466662
997	0.7505264279	0.5413016928
998	0.750529924	0.54116743
999	0.749796822	0.5410292379
